,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2006-01-05,19.33,19.62,19.3,19.56,11.569006613,41709700,0.0000,1.0,10.9217,10.9122,71.7858,69.4778,92.5958,0.1985,0.2296,0.0311,28.3391,286.4840,100.0000,0.0000,10.4910,10.9217,11.3523,865258018.1682,-307901975.0000
2006-01-04,18.94,19.15,18.92,19.11,11.3028484854,14341400,0.0000,1.0,10.8658,10.8430,67.8939,50.9589,68.8195,0.1908,0.1954,0.0046,27.5254,201.2897,100.0000,0.0000,10.5005,10.8658,11.2310,839189455.6875,-349611675.0000
2006-01-03,18.62,18.8,18.48,18.71,11.0662634831,12483900,0.0000,1.0,10.8196,10.7946,63.6610,44.9697,47.0182,0.1896,0.1759,-0.0138,27.0928,99.5534,55.0000,0.0000,10.4538,10.8196,11.1855,829836368.7429,-363953075.0000
2005-12-30,18.25,18.37,18.16,18.3,10.8237638558,6542000,0.0000,1.0,10.7797,10.7660,58.3086,50.1971,37.0390,0.1930,0.1725,-0.0206,27.0191,7.0417,60.0000,0.0000,10.3599,10.7797,11.1995,824374662.4920,-376436975.0000
2005-12-29,18.49,18.54,18.44,18.48,10.9302271068,3227600,0.0000,1.0,10.7593,10.7599,62.1250,57.4252,50.8519,0.1982,0.1904,-0.0078,27.5124,56.4881,65.0000,5.0000,10.3113,10.7593,11.2072,822193995.8219,-369894975.0000
2005-12-28,18.6,18.65,18.45,18.51,10.947970982,4446000,0.0000,1.0,10.7179,10.7420,62.7756,55.9943,62.7006,0.2001,0.1996,-0.0005,27.3905,68.6688,70.0000,10.0000,10.1941,10.7179,11.2416,822839515.8219,-366667375.0000
2005-12-27,18.68,18.7,18.48,18.56,10.9775441073,6832800,0.0000,1.0,10.6830,10.7203,63.8339,44.9086,58.7232,0.2003,0.2067,0.0064,27.2380,79.7561,75.0000,15.0000,10.1329,10.6830,11.2331,824617915.8189,-362221375.0000
2005-12-23,18.61,18.73,18.61,18.62,11.0130318576,5872300,0.0000,1.0,10.6451,10.6932,65.0849,35.3524,46.5592,0.1987,0.2097,0.0110,27.0080,96.8417,80.0000,20.0000,10.0774,10.6451,11.2129,826481406.7251,-355388575.0000
2005-12-22,18.43,18.51,18.37,18.49,10.9361417319,10325200,0.0000,1.0,10.6120,10.6596,63.6173,34.8464,29.4434,0.1959,0.2068,0.0109,26.4637,75.8664,85.0000,25.0000,10.0568,10.6120,11.1672,831374990.0515,-361260875.0000
2005-12-21,18.37,18.41,18.23,18.39,10.8769954813,10803800,0.0000,1.0,10.5810,10.6305,62.4644,44.1967,30.0546,0.1932,0.2080,0.0148,26.1395,66.3142,90.0000,30.0000,10.0323,10.5810,11.1296,823999847.1908,-371586075.0000
2005-12-20,18.5,18.51,18.25,18.3,10.8237638558,9592600,0.0000,1.0,10.5487,10.6045,61.4191,57.0067,45.0413,0.1895,0.2125,0.0230,25.9175,75.1850,95.0000,35.0000,9.9977,10.5487,11.0998,815596891.6308,-382389875.0000
2005-12-19,18.63,18.82,18.47,18.49,10.9361417319,12662500,0.0000,1.0,10.5230,10.5814,65.0524,66.0707,57.4941,0.1838,0.2206,0.0369,25.6396,121.2028,100.0000,40.0000,9.9777,10.5230,11.0683,821500030.0909,-372797275.0000
2005-12-16,18.54,18.65,18.47,18.53,10.9598002321,11884500,0.0000,1.0,10.4890,10.5441,65.8312,73.8950,68.4847,0.1745,0.2163,0.0418,24.8494,132.9006,100.0000,45.0000,9.9667,10.4890,11.0113,832715387.2239,-360134775.0000
2005-12-15,18.46,18.47,18.21,18.27,10.8060199806,7353600,0.0000,1.0,10.4508,10.5004,63.1034,76.9640,72.2334,0.1641,0.2053,0.0411,24.1921,114.8810,95.0000,0.0000,9.9612,10.4508,10.9405,836676887.2165,-372019275.0000
2005-12-14,18.57,18.61,18.42,18.46,10.9183978567,11635300,0.0000,1.0,10.4109,10.4682,66.8060,78.2544,80.9669,0.1538,0.2038,0.0500,23.6966,166.5189,100.0000,5.0000,9.9135,10.4109,10.9084,840636517.9806,-364665675.0000
2005-12-13,18.31,18.48,18.22,18.37,10.8651662312,9025500,0.0000,1.0,10.3686,10.4208,65.9058,76.9734,77.6917,0.1413,0.1876,0.0462,22.6781,175.3042,100.0000,10.0000,9.9085,10.3686,10.8287,847372744.2822,-376300975.0000
2005-12-12,18.32,18.4,18.18,18.22,10.7764468553,10901100,0.0000,1.0,10.3373,10.3740,64.3761,78.4146,76.1044,0.1298,0.1695,0.0397,21.7360,199.6401,100.0000,15.0000,9.9350,10.3373,10.7396,845984205.8166,-385326475.0000
2005-12-09,18.07,18.11,17.9,18.05,10.6758982293,12616400,0.0000,1.0,10.3065,10.3316,62.5679,79.3267,77.1242,0.1198,0.1530,0.0332,20.8256,178.6296,95.0000,20.0000,9.9520,10.3065,10.6610,852921269.4560,-396227575.0000
2005-12-08,18.29,18.31,18.06,18.11,10.7113859797,20057800,0.0000,1.0,10.2790,10.2954,63.6512,76.2808,82.0153,0.1115,0.1400,0.0285,20.1830,256.2254,100.0000,25.0000,9.9598,10.2790,10.5982,847514240.8904,-383611175.0000
2005-12-07,17.78,17.97,17.71,17.78,10.5162033527,15389300,0.0000,1.0,10.2474,10.2516,60.0358,71.0323,78.8407,0.1044,0.1178,0.0134,19.1258,194.5338,100.0000,30.0000,9.9856,10.2474,10.5092,859548920.8849,-403668975.0000
2005-12-06,17.6,17.81,17.57,17.67,10.4511424771,7998800,0.0000,1.0,10.2267,10.2238,58.7361,59.3412,67.9863,0.1011,0.1075,0.0065,18.4007,164.4052,100.0000,35.0000,9.9888,10.2267,10.4646,866651674.7319,-419058275.0000
2005-12-05,17.5,17.65,17.47,17.55,10.3801669764,10876800,0.0000,1.0,10.2081,10.1998,57.2969,49.3371,66.2698,0.0994,0.0995,0.0001,17.8434,129.4546,90.0000,40.0000,9.9855,10.2081,10.4306,867984808.0633,-427057075.0000
2005-12-02,17.65,17.68,17.26,17.36,10.2677891003,8999900,0.0000,1.0,10.1965,10.1809,54.9325,32.8089,43.7675,0.0994,0.0950,-0.0044,17.4760,91.9540,95.0000,45.0000,9.9874,10.1965,10.4057,869193341.4057,-437933875.0000
2005-12-01,16.98,17.79,16.95,17.61,10.4156547268,15961900,0.0000,1.0,10.1962,10.1717,59.0171,32.2964,37.9739,0.1005,0.0994,-0.0011,17.0893,104.5365,100.0000,50.0000,9.9874,10.1962,10.4050,873907574.7387,-428933975.0000
2005-11-30,17.23,17.24,17.06,17.08,10.1021795987,6101400,0.0000,1.0,10.1838,10.1460,51.7987,38.6088,16.6853,0.1008,0.0885,-0.0123,16.6822,-43.1775,80.0000,0.0000,10.0007,10.1838,10.3669,864786489.0226,-444895875.0000
2005-11-29,17.25,17.39,17.22,17.33,10.2500452251,9538300,0.0000,1.0,10.1794,10.1506,56.2374,58.3979,42.2300,0.1039,0.1052,0.0013,17.0808,51.5456,85.0000,0.0000,9.9847,10.1794,10.3740,869532022.3572,-438794475.0000
2005-11-28,17.39,17.42,17.26,17.28,10.2204720999,5770700,0.0000,1.0,10.1643,10.1402,55.5131,71.1041,56.9110,0.1035,0.1099,0.0064,17.1484,61.7745,90.0000,0.0000,9.9483,10.1643,10.3803,866726640.0132,-448332775.0000
2005-11-25,17.53,17.55,17.4,17.5,10.3505938511,3447500,0.0000,1.0,10.1350,10.1317,59.6390,80.0547,76.0528,0.1019,0.1173,0.0154,17.1294,122.2725,95.0000,0.0000,9.8209,10.1350,10.4491,871054665.0040,-442562075.0000
2005-11-23,17.34,17.57,17.32,17.44,10.3151061008,9875200,0.0000,1.0,10.0915,10.1087,58.8465,82.7297,80.3485,0.0981,0.1119,0.0138,16.7898,111.0548,100.0000,5.0000,9.6825,10.0915,10.5006,869905498.3400,-446009575.0000
2005-11-22,17.31,17.36,17.23,17.3,10.23230135,10494200,0.0000,1.0,10.0552,10.0870,56.9739,74.8724,83.7627,0.0946,0.1069,0.0122,16.4323,73.6982,95.0000,10.0000,9.6048,10.0552,10.5055,870300506.3362,-455884775.0000
2005-11-21,17.44,17.47,17.32,17.43,10.3091914757,5508000,0.0000,1.0,10.0253,10.0717,59.3565,59.0102,84.0779,0.0916,0.1074,0.0158,16.3586,99.7187,100.0000,15.0000,9.5475,10.0253,10.5031,869493260.1761,-445390575.0000
2005-11-18,17.4,17.42,17.21,17.34,10.2559598502,8064000,0.0000,1.0,9.9880,10.0467,58.2070,44.3436,56.7766,0.0876,0.0986,0.0110,16.0850,84.1055,45.0000,0.0000,9.4889,9.9880,10.4872,866922860.1835,-450898575.0000
2005-11-17,17.04,17.3,17.04,17.24,10.1968135996,11452700,0.0000,1.0,9.9511,10.0246,56.9209,46.8144,36.1761,0.0849,0.0915,0.0066,15.8670,64.7102,50.0000,0.0000,9.4278,9.9511,10.4743,865002860.1891,-458962575.0000
2005-11-16,16.99,17.04,16.86,16.92,10.0075455978,6814200,0.0000,1.0,9.9114,10.0065,52.4751,58.4332,40.0780,0.0832,0.0870,0.0037,15.8065,29.1840,55.0000,5.0000,9.3500,9.9114,10.4729,858836021.7356,-470415275.0000
2005-11-15,17.17,17.18,16.99,17.03,10.0726064734,6941800,0.0000,1.0,9.9153,10.0064,54.3053,61.5533,64.1889,0.0823,0.0993,0.0170,16.1369,48.9004,60.0000,10.0000,9.3502,9.9153,10.4803,861107421.7339,-463601075.0000
2005-11-14,17.25,17.38,17.25,17.31,10.238215975,9209300,0.0000,1.0,9.9105,9.9994,59.3072,50.8815,71.0327,0.0781,0.1069,0.0288,16.2265,90.6596,65.0000,15.0000,9.3493,9.9105,10.4718,865126358.5799,-456659275.0000
2005-11-11,17.11,17.23,17.09,17.18,10.1613258493,5131700,0.0000,1.0,9.9005,9.9743,57.5840,36.8152,49.4385,0.0709,0.0982,0.0274,15.7606,72.3452,70.0000,20.0000,9.3561,9.9005,10.4449,865834766.2777,-465868575.0000
2005-11-10,17.0,17.15,16.92,17.12,10.1258380989,7057100,0.0000,1.0,9.8934,9.9546,56.7816,36.0076,32.1733,0.0640,0.0936,0.0296,15.4820,58.8353,75.0000,25.0000,9.3592,9.8934,10.4276,864368566.2795,-471000275.0000
2005-11-09,17.02,17.09,16.94,17.04,10.0785210985,8237600,0.0000,1.0,9.8842,9.9366,55.7205,47.7560,28.8339,0.0566,0.0898,0.0332,15.3050,56.6664,80.0000,30.0000,9.3601,9.8842,10.4084,859152448.8913,-478057375.0000
2005-11-08,17.0,17.17,16.95,17.08,10.1021795987,10357500,0.0000,1.0,9.8777,9.9216,56.3780,67.1098,47.0157,0.0483,0.0886,0.0403,15.2055,66.4840,85.0000,35.0000,9.3602,9.8777,10.3952,856406582.2247,-469819775.0000
2005-11-07,17.0,17.14,16.97,17.04,10.0785210985,10296700,0.0000,1.0,9.8724,9.9026,55.8834,81.6500,67.4184,0.0382,0.0833,0.0451,15.0809,65.9171,90.0000,40.0000,9.3621,9.8724,10.3827,854523400.4079,-480177275.0000
2005-11-04,17.31,17.37,17.03,17.16,10.1494965992,12103800,0.0000,1.0,9.8659,9.8841,57.7493,89.1255,86.8954,0.0270,0.0778,0.0509,14.9901,95.8318,95.0000,45.0000,9.3630,9.8659,10.3688,856340465.1078,-469880575.0000
2005-11-03,17.35,17.44,17.26,17.35,10.2618744753,23713100,0.0000,1.0,9.8544,9.8562,60.8030,87.2912,90.6363,0.0142,0.0624,0.0482,14.7839,135.5145,100.0000,50.0000,9.3677,9.8544,10.3410,859188418.0447,-457776775.0000
2005-11-02,16.93,17.28,16.91,17.19,10.1672404743,16211000,0.0000,1.0,9.8384,9.8135,59.0716,76.1616,89.8448,0.0022,0.0304,0.0282,14.1286,103.2486,100.0000,55.0000,9.3865,9.8384,10.2902,859188418.0225,-481489875.0000
2005-11-01,16.85,17.081,16.83,16.93,10.0134602228,25393300,0.0000,1.0,9.8245,9.7763,56.0765,62.4808,81.3924,-0.0048,-0.0013,0.0035,13.6247,72.1649,0.0000,60.0000,9.3975,9.8245,10.2514,850863850.4645,-497700875.0000
2005-10-31,16.37,16.9,16.34,16.82,9.9483993472,26324900,0.0000,1.0,9.8263,9.7513,54.7455,48.0390,57.2475,-0.0057,-0.0261,-0.0204,13.3385,15.9743,5.0000,65.0000,9.3959,9.8263,10.2566,856023445.2967,-523094175.0000
2005-10-28,16.23,16.29,16.1,16.29,9.63492421914,10796900,0.0000,1.0,9.8322,9.7305,47.4575,43.1052,48.8024,-0.0006,-0.0507,-0.0501,13.2736,-80.7979,10.0000,70.0000,9.3921,9.8322,10.2722,837219945.2965,-549419075.0000
2005-10-27,16.25,16.26,16.02,16.03,9.48114396763,6911100,0.0000,1.0,9.8505,9.7406,43.1941,35.9881,38.0671,0.0119,-0.0494,-0.0613,13.7678,-119.7917,15.0000,75.0000,9.4143,9.8505,10.2867,826423045.2965,-560215975.0000
2005-10-26,16.23,16.37,16.2,16.21,9.58760721867,4782500,0.0000,1.0,9.8632,9.7679,45.6292,29.2631,42.4462,0.0272,-0.0315,-0.0587,14.2323,-94.7693,20.0000,80.0000,9.4570,9.8632,10.2694,832758220.2972,-553304875.0000
2005-10-25,16.27,16.42,16.22,16.29,9.63492421914,8352700,0.0000,1.0,9.8665,9.7869,46.7418,27.0626,27.4510,0.0419,-0.0189,-0.0608,14.9328,-84.0424,25.0000,85.0000,9.4682,9.8665,10.2647,836978073.2392,-548522375.0000
2005-10-24,16.07,16.2,16.05,16.17,9.56394871844,8863700,0.0000,1.0,9.8671,9.8029,44.8246,34.4617,17.8922,0.0571,-0.0074,-0.0645,15.6354,-124.3899,30.0000,90.0000,9.4702,9.8671,10.2640,839483883.2386,-556875075.0000
2005-10-21,16.15,16.2,15.97,16.09,9.51663171798,16317700,0.0000,1.0,9.8798,9.8281,43.5374,53.4230,35.8446,0.0732,0.0146,-0.0586,16.1607,-155.7000,35.0000,95.0000,9.5070,9.8798,10.2526,834165663.2398,-565738775.0000
2005-10-20,16.11,16.17,15.81,15.9,9.40425384188,42754400,0.0000,1.0,9.8860,9.8608,40.4001,66.2711,49.6485,0.0879,0.0473,-0.0406,16.7137,-198.8379,40.0000,100.0000,9.5340,9.8860,10.2380,833456198.0233,-582056475.0000
2005-10-19,16.67,17.17,16.63,17.05,10.0844357235,16596600,0.0000,1.0,9.8996,9.9089,59.3673,73.4161,74.7760,0.0980,0.0997,0.0017,17.2449,70.2596,45.0000,10.0000,9.6072,9.8996,10.1920,854833398.0233,-539302075.0000
2005-10-18,16.8,16.96,16.79,16.87,9.97797247249,7975700,0.0000,1.0,9.8789,9.8904,56.3179,68.3651,74.3889,0.0976,0.0960,-0.0016,16.9729,52.5174,50.0000,15.0000,9.5831,9.8789,10.1747,845613064.6912,-555898675.0000
2005-10-17,17.0,17.06,16.89,16.97,10.0371187231,12444100,0.0000,1.0,9.8659,9.8812,58.6406,62.0542,71.0833,0.0980,0.1007,0.0027,17.0207,84.7042,55.0000,20.0000,9.5658,9.8659,10.1660,846082223.5141,-547922975.0000
2005-10-14,16.88,16.99,16.82,16.94,10.0193748479,8215900,0.0000,1.0,9.8514,9.8648,58.1487,54.7619,59.6230,0.0973,0.0991,0.0018,16.8361,76.8178,60.0000,25.0000,9.5579,9.8514,10.1449,846814229.3892,-560367075.0000
2005-10-13,16.58,16.85,16.56,16.81,9.94248472214,5625700,0.0000,1.0,9.8416,9.8485,55.9940,48.0189,55.4563,0.0968,0.0976,0.0007,16.7516,33.4043,65.0000,30.0000,9.5583,9.8416,10.1250,843431211.7431,-568582975.0000
2005-10-12,16.91,17.04,16.78,16.82,9.9483993472,8083300,0.0000,1.0,9.8357,9.8386,56.2054,39.4661,49.2063,0.0966,0.1019,0.0053,16.8878,77.7786,70.0000,35.0000,9.5562,9.8357,10.1153,839357428.9845,-562957275.0000
2005-10-11,16.89,17.04,16.8,16.9,9.99571634766,23816900,0.0000,1.0,9.8345,9.8271,57.8663,35.0103,39.3939,0.0953,0.1055,0.0101,16.5207,90.9853,75.0000,40.0000,9.5567,9.8345,10.1124,844953559.7543,-554873975.0000
2005-10-10,16.78,16.83,16.62,16.82,9.9483993472,6141100,0.0000,1.0,9.8319,9.8093,56.6493,40.4351,29.7980,0.0928,0.1036,0.0108,16.0860,46.6070,80.0000,0.0000,9.5593,9.8319,10.1045,848923043.0915,-578690875.0000
2005-10-07,16.83,16.86,16.67,16.77,9.91882622191,5268100,0.0000,1.0,9.8097,9.7947,55.8929,54.9841,35.8390,0.0901,0.1045,0.0144,15.9436,56.4233,85.0000,5.0000,9.5080,9.8097,10.1114,843366809.7584,-584831975.0000
2005-10-06,16.8,16.93,16.69,16.81,9.94248472214,7285700,0.0000,1.0,9.7931,9.7816,56.6441,72.3284,55.6683,0.0865,0.1072,0.0207,15.6791,75.6603,90.0000,0.0000,9.4810,9.7931,10.1052,843089541.3372,-579563875.0000
2005-10-05,16.97,17.0,16.72,16.72,9.88925309662,7902600,0.0000,1.0,9.7671,9.7647,55.3618,82.4329,73.4450,0.0813,0.1067,0.0254,15.3560,85.4825,95.0000,5.0000,9.4239,9.7671,10.1103,843089541.3357,-586849575.0000
2005-10-04,17.06,17.22,16.91,16.99,10.0489479732,9606600,0.0000,1.0,9.7494,9.7516,60.4579,81.3664,87.8718,0.0749,0.1098,0.0349,14.9511,156.8662,100.0000,10.0000,9.3967,9.7494,10.1020,850992141.3357,-578946975.0000
2005-10-03,16.9,17.1,16.9,17.02,10.0666918484,12785400,0.0000,1.0,9.7245,9.7203,61.0511,69.6314,85.9819,0.0662,0.0960,0.0298,14.1058,171.0944,100.0000,0.0000,9.3903,9.7245,10.0588,855640496.1707,-569340375.0000
2005-09-30,16.57,16.95,16.56,16.91,10.0016309727,20118000,0.0000,1.0,9.6911,9.6838,59.6728,60.6273,70.2456,0.0588,0.0752,0.0164,13.3627,135.4203,100.0000,5.0000,9.3669,9.6911,10.0154,853083416.1586,-582125775.0000
2005-09-29,16.24,16.49,16.19,16.46,9.73547284512,7492500,0.0000,1.0,9.6601,9.6503,53.2423,56.0202,52.6667,0.0547,0.0541,-0.0005,12.7708,19.7695,40.0000,0.0000,9.3418,9.6601,9.9783,837092185.4005,-602243775.0000
2005-09-28,16.2,16.35,16.19,16.32,9.65266809431,8971800,0.0000,1.0,9.6397,9.6414,50.9297,55.8581,58.9697,0.0548,0.0536,-0.0012,12.8304,1.8693,45.0000,0.0000,9.2924,9.6397,9.9870,831098185.4003,-609736275.0000
2005-09-27,16.37,16.42,16.251,16.31,9.64675346925,12733600,0.0000,1.0,9.6178,9.6402,50.7644,44.8167,56.4242,0.0551,0.0605,0.0054,13.1366,19.7470,50.0000,0.0000,9.2244,9.6178,10.0111,825490810.3998,-618708075.0000
2005-09-26,16.36,16.6,16.35,16.6,9.81827759593,9596600,0.0000,1.0,9.5956,9.6395,55.9557,31.2926,52.1803,0.0537,0.0691,0.0153,13.3342,66.0364,55.0000,0.0000,9.1632,9.5956,10.0280,829333494.4240,-605974475.0000
2005-09-23,16.11,16.33,16.1,16.3,9.64083884419,9367600,0.0000,1.0,9.5631,9.6207,51.0348,17.5860,25.8456,0.0499,0.0615,0.0116,13.3386,18.1577,60.0000,5.0000,9.1054,9.5631,10.0207,819736894.4240,-615571075.0000
2005-09-22,16.28,16.39,16.24,16.36,9.67632659454,8518900,0.0000,1.0,9.5427,9.6186,52.1416,19.1851,15.8520,0.0470,0.0691,0.0221,13.8036,39.4951,65.0000,10.0000,9.0647,9.5427,10.0206,812813016.1640,-606203475.0000
2005-09-21,16.44,16.49,16.3,16.35,9.67041196948,9392400,0.0000,1.0,9.5187,9.6125,51.9767,31.2565,11.0605,0.0415,0.0741,0.0327,14.0057,54.3255,70.0000,15.0000,9.0223,9.5187,10.0151,807701676.1636,-614722375.0000
2005-09-20,16.49,16.65,16.4,16.43,9.71772896995,8685100,0.0000,1.0,9.4989,9.6064,53.3745,53.2474,30.6429,0.0333,0.0801,0.0468,14.0925,81.2297,75.0000,20.0000,8.9967,9.4989,10.0011,812150707.7425,-605329975.0000
2005-09-19,16.46,16.52,16.41,16.48,9.74730209523,6042400,0.0000,1.0,9.4785,9.5947,54.2406,71.1782,52.0660,0.0216,0.0817,0.0601,13.9731,86.5317,80.0000,25.0000,8.9804,9.4785,9.9766,818751383.7418,-596644875.0000
2005-09-16,16.61,16.62,16.46,16.61,9.82419222099,7345300,0.0000,1.0,9.4542,9.5786,56.5053,79.2227,77.0334,0.0066,0.0796,0.0730,14.0502,116.2517,85.0000,30.0000,8.9637,9.4542,9.9448,817103456.4704,-590602475.0000
2005-09-15,16.66,16.72,16.58,16.61,9.82419222099,8230600,0.0000,1.0,9.4270,9.5528,56.5053,78.6602,84.4351,-0.0117,0.0678,0.0795,14.0300,150.1406,90.0000,35.0000,8.9619,9.4270,9.8922,810676318.9692,-590602475.0000
2005-09-14,16.75,16.87,16.72,16.78,9.92474084697,13723600,0.0000,1.0,9.4028,9.5242,59.4340,69.4399,76.1997,-0.0315,0.0519,0.0834,13.7641,219.8015,95.0000,40.0000,8.9738,9.4028,9.8318,815379518.9680,-582371875.0000
2005-09-13,16.72,16.88,16.63,16.81,9.94248472214,31584400,0.0000,1.0,9.3768,9.4820,59.9550,68.4806,75.3457,-0.0524,0.0205,0.0729,13.1887,270.8939,100.0000,45.0000,9.0206,9.3768,9.7329,818124238.9673,-568648275.0000
2005-09-12,15.99,16.09,15.96,16.07,9.50480246787,7044500,0.0000,1.0,9.3575,9.4336,49.6033,69.2243,56.7743,-0.0706,-0.0216,0.0490,12.5832,79.5677,0.0000,50.0000,9.0969,9.3575,9.6181,804227102.9691,-600232675.0000
2005-09-09,16.1,16.27,16.1,16.21,9.58760721867,8943700,0.0000,1.0,9.3614,9.4261,52.0202,81.4656,73.3217,-0.0829,-0.0305,0.0524,13.1975,121.2466,0.0000,55.0000,9.0902,9.3614,9.6326,799350141.4296,-593188175.0000
2005-09-08,16.02,16.05,15.9,15.93,9.42199771706,7094400,0.0000,1.0,9.3679,9.4090,47.1253,87.3206,77.5770,-0.0960,-0.0498,0.0462,13.5460,40.3806,0.0000,60.0000,9.0703,9.3679,9.6655,796719641.4303,-602131875.0000
2005-09-07,16.05,16.14,15.96,16.12,9.53437559315,7385000,0.0000,1.0,9.3785,9.4077,50.4427,91.1400,93.4980,-0.1075,-0.0568,0.0507,14.1551,62.0858,5.0000,65.0000,9.0595,9.3785,9.6975,800976281.4294,-595037475.0000
2005-09-06,16.02,16.15,15.98,16.15,9.55211946833,6451400,0.0000,1.0,9.3841,9.3943,50.9811,85.7739,90.8869,-0.1202,-0.0765,0.0437,14.8786,60.5143,10.0000,70.0000,9.0507,9.3841,9.7176,795232392.5411,-587652475.0000
2005-09-02,15.85,15.97,15.8,15.89,9.39833921683,3794100,0.0000,1.0,9.3821,9.3777,46.2590,75.4316,89.0351,-0.1311,-0.1023,0.0289,15.5992,5.1408,15.0000,75.0000,9.0523,9.3821,9.7118,788780992.5411,-594103875.0000
2005-09-01,15.87,15.92,15.8,15.86,9.38059534165,6996500,0.0000,1.0,9.3836,9.3756,45.6855,57.1571,77.3998,-0.1384,-0.1180,0.0204,16.1137,-3.1168,20.0000,80.0000,9.0533,9.3836,9.7138,788557810.1881,-597897975.0000
2005-08-31,15.52,15.79,15.47,15.77,9.32736371613,6586100,0.0000,1.0,9.3892,9.3750,43.9816,40.9092,59.8599,-0.1435,-0.1346,0.0089,16.5489,-50.1128,25.0000,85.0000,9.0555,9.3892,9.7229,788557810.1891,-604894475.0000
2005-08-30,15.56,15.58,15.46,15.58,9.21498584003,4040200,0.0000,1.0,9.4019,9.3801,40.2207,28.2876,34.2117,-0.1457,-0.1484,-0.0027,16.7262,-88.1410,30.0000,90.0000,9.0593,9.4019,9.7445,782794972.6894,-611480575.0000
2005-08-29,15.47,15.58,15.44,15.56,9.20315658992,2861400,0.0000,1.0,9.4164,9.3974,39.8167,26.8686,28.6562,-0.1450,-0.1523,-0.0073,16.4234,-102.4189,35.0000,95.0000,9.0822,9.4164,9.7505,778754772.6894,-615520775.0000
2005-08-26,15.59,15.6,15.43,15.5,9.16766883957,5071100,0.0000,1.0,9.4273,9.4179,38.6345,26.7228,21.9949,-0.1432,-0.1540,-0.0108,16.1048,-120.3988,40.0000,100.0000,9.1078,9.4273,9.7468,776710915.5461,-618382175.0000
2005-08-25,15.56,15.63,15.53,15.61,9.23272971521,8219400,0.0000,1.0,9.4406,9.4442,40.0030,28.8499,29.9547,-0.1405,-0.1503,-0.0098,15.7693,-115.6360,45.0000,95.0000,9.1442,9.4406,9.7371,777605815.5465,-613311075.0000
2005-08-24,15.64,15.73,15.5,15.55,9.19724196486,12853700,0.0000,1.0,9.4539,9.4665,38.8812,25.4057,28.2186,-0.1380,-0.1499,-0.0119,15.5578,-133.0585,50.0000,100.0000,9.1725,9.4539,9.7354,772674175.5448,-621530475.0000
2005-08-23,15.79,15.8,15.57,15.68,9.27413209061,5798900,0.0000,1.0,9.4634,9.4948,40.4375,20.8967,28.3764,-0.1350,-0.1437,-0.0087,15.3352,-114.4279,55.0000,0.0000,9.2053,9.4634,9.7215,779939310.3273,-608676775.0000
2005-08-22,15.77,15.83,15.62,15.74,9.30961984096,5787800,0.0000,1.0,9.4625,9.5181,41.1599,15.0556,19.6221,-0.1329,-0.1416,-0.0087,15.1955,-93.4016,60.0000,0.0000,9.2018,9.4625,9.7233,780191436.4147,-602877875.0000
2005-08-19,15.69,15.75,15.65,15.66,9.2623028405,5434200,0.0000,1.0,9.4460,9.5400,39.7977,13.4159,14.6915,-0.1307,-0.1403,-0.0096,15.1151,-88.2206,65.0000,5.0000,9.1157,9.4460,9.7763,779364607.8434,-608665675.0000
2005-08-18,15.6,15.72,15.56,15.69,9.28004671567,6596200,0.0000,1.0,9.4430,9.5692,40.1286,14.5024,10.8531,-0.1283,-0.1319,-0.0036,14.8828,-96.0123,70.0000,10.0000,9.1052,9.4430,9.7808,783711967.8431,-603231475.0000
2005-08-17,15.72,15.85,15.69,15.79,9.33919296625,8730800,0.0000,1.0,9.4457,9.5997,41.2140,24.8245,14.7032,-0.1274,-0.1210,0.0064,14.5839,-67.0141,0.0000,15.0000,9.1122,9.4457,9.7791,779589342.8427,-596635275.0000
