,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2003-04-21,16.3,16.6,16.2,16.42,9.27668242822,8887300,0.0000,1.0,8.4045,8.4509,66.0195,92.4458,78.9881,0.1723,0.0708,0.2431,13.5675,250.3940,100.0000,30.0000,7.7745,9.0345,8.4045,531863702.0979,-652315875.0000
2003-04-17,15.72,16.22,15.67,16.18,9.14109145485,19347100,0.0000,1.0,8.3781,8.3640,64.5647,80.8512,61.5592,0.1546,0.0402,0.1947,12.6729,228.0664,100.0000,35.0000,7.8627,8.8934,8.3781,530974972.0980,-661203175.0000
2003-04-16,15.17,15.29,14.86,15.18,8.5761290658,9927100,0.0000,1.0,8.3424,8.2822,57.3343,63.6674,43.5850,0.1445,-0.0006,0.1439,11.9603,78.9515,65.0000,40.0000,7.9622,8.7226,8.3424,514441995.7341,-680550275.0000
2003-04-15,14.83,15.12,14.8,14.96,8.4518373402,5734500,0.0000,1.0,8.3338,8.2513,55.4338,40.1591,29.2413,0.1447,-0.0101,0.1346,11.8734,50.4854,70.0000,45.0000,7.9676,8.7000,8.3338,509593877.1290,-690477375.0000
2003-04-14,14.59,14.88,14.51,14.85,8.38969147741,4932000,0.0000,1.0,8.3248,8.2302,54.4704,26.9284,25.0465,0.1472,-0.0139,0.1333,11.9209,1.8515,75.0000,50.0000,7.9619,8.6878,8.3248,509593877.1293,-696211875.0000
2003-04-11,14.61,14.78,14.42,14.6,8.24845088015,5317700,0.0000,1.0,8.3195,8.2134,52.2415,20.6364,30.4595,0.1507,-0.0146,0.1361,12.1711,-29.7834,80.0000,55.0000,7.9574,8.6817,8.3195,505461660.9130,-701143875.0000
2003-04-10,14.72,14.72,14.36,14.59,8.24280125626,8137300,0.0000,1.0,8.3030,8.2097,52.1524,27.5746,42.8457,0.1543,-0.0023,0.1520,12.5186,-30.1186,85.0000,0.0000,7.9014,8.7046,8.3030,505461660.9130,-706461575.0000
2003-04-09,15.26,15.42,14.87,14.87,8.40099072519,6677700,0.0000,1.0,8.2824,8.2062,54.8729,43.1675,57.6258,0.1549,0.0158,0.1707,12.9336,76.2013,90.0000,0.0000,7.8311,8.7336,8.2824,503201299.8013,-698324275.0000
2003-04-08,15.21,15.3,14.96,15.0,8.47443583577,9008500,0.0000,1.0,8.2333,8.1857,56.1651,57.7950,69.4163,0.1509,0.0251,0.1760,12.8916,86.9601,95.0000,0.0000,7.6503,8.8163,8.2333,509878999.8013,-691646575.0000
2003-04-07,15.63,15.72,15.11,15.11,8.53658169856,11448900,0.0000,1.0,8.1665,8.1553,57.2489,71.9151,73.5360,0.1447,0.0280,0.1727,12.9374,116.8010,100.0000,5.0000,7.4246,8.9084,8.1665,516767852.7418,-682638075.0000
2003-04-04,15.05,15.06,14.55,14.82,8.37274260574,10620400,0.0000,1.0,8.0902,8.1152,55.0780,78.5388,66.4068,0.1377,0.0220,0.1597,12.8436,58.5573,50.0000,10.0000,7.2145,8.9659,8.0902,528216752.7418,-694086975.0000
2003-04-03,14.91,15.21,14.84,14.96,8.4518373402,8632200,0.0000,1.0,8.0298,8.0880,56.3913,70.1540,52.5587,0.1322,0.0252,0.1574,13.2476,80.4620,55.0000,15.0000,7.0773,8.9824,8.0298,527592023.3297,-683466575.0000
2003-04-02,14.82,15.24,14.77,15.0,8.47443583577,19168000,0.0000,1.0,7.9699,8.0497,56.7586,50.5274,39.3179,0.1258,0.0183,0.1441,13.4014,85.3312,60.0000,20.0000,6.9811,8.9587,7.9699,530624958.4654,-674834375.0000
2003-04-01,14.17,14.39,14.04,14.25,8.05071404398,8332500,0.0000,1.0,7.9153,8.0050,51.0825,36.9947,34.2363,0.1213,0.0015,0.1228,13.5632,23.4216,65.0000,25.0000,6.9232,8.9073,7.9153,531032788.2519,-694002375.0000
2003-03-31,13.98,14.17,13.78,14.01,7.91512307061,6392200,0.0000,1.0,7.8746,8.0002,49.0493,30.4315,33.1094,0.1209,0.0161,0.1370,14.1167,7.8711,70.0000,30.0000,6.8423,8.9070,7.8746,529366288.2520,-702334875.0000
2003-03-28,14.8,14.8,14.42,14.44,8.1580568979,9463600,0.3036,1.0,7.8474,8.0092,52.7834,35.2828,32.6269,0.1169,0.0499,0.1668,14.4929,55.0179,75.0000,35.0000,6.7923,8.9025,7.8474,528218970.3028,-695942675.0000
2003-03-27,14.5,14.92,14.43,14.81,8.1947801368,7953800,0.0000,1.0,7.8055,7.9935,53.3669,33.6138,37.1958,0.1044,0.0734,0.1778,15.0469,50.0189,80.0000,40.0000,6.7366,8.8744,7.8055,536686401.8819,-686479075.0000
2003-03-26,15.03,15.04,14.7,15.0,8.29991236003,8094400,0.0000,1.0,7.7535,7.9723,55.0210,28.9842,47.9500,0.0860,0.0994,0.1855,15.8007,69.9889,85.0000,45.0000,6.6644,8.8426,7.7535,532303695.7592,-678525275.0000
2003-03-25,14.53,15.14,14.5,15.02,8.31097890984,7663500,0.0000,1.0,7.6910,7.9379,55.1920,48.9893,69.2378,0.0612,0.1207,0.1819,16.3426,75.7996,90.0000,50.0000,6.5910,8.7910,7.6910,526113860.4646,-670430875.0000
2003-03-24,15.09,15.16,14.51,14.68,8.12284756301,12811500,0.0000,1.0,7.6428,7.8986,52.8232,65.8765,82.5900,0.0310,0.1424,0.1735,16.9130,77.3961,95.0000,55.0000,6.5717,8.7140,7.6428,521324172.9645,-678094375.0000
2003-03-21,15.47,15.87,15.4,15.81,8.74810762747,11842300,0.0000,1.0,7.6166,7.8750,63.4069,92.8476,90.8685,-0.0046,0.1840,0.1794,17.5046,163.1000,100.0000,60.0000,6.5683,8.6648,7.6166,527434272.9647,-665282875.0000
2003-03-20,15.0,15.37,14.9,15.23,8.42717768288,7075000,0.0000,1.0,7.5609,7.7831,59.4447,89.0458,89.9157,-0.0506,0.1713,0.1207,17.2639,147.9802,100.0000,65.0000,6.6496,8.4723,7.5609,518615538.9221,-677125175.0000
2003-03-19,15.12,15.28,14.91,15.19,8.40504458325,9233500,0.0000,1.0,7.5211,7.7153,59.1550,90.7122,91.3615,-0.0934,0.1701,0.0767,17.3811,169.3107,95.0000,70.0000,6.6995,8.3427,7.5211,515755432.5390,-684200175.0000
2003-03-18,15.25,15.3,14.85,14.95,8.27224598549,11113800,0.0000,1.0,7.4876,7.6427,57.4209,89.9892,92.3762,-0.1359,0.1576,0.0217,17.5746,184.9643,100.0000,75.0000,6.7641,8.2111,7.4876,511013905.5121,-693433675.0000
2003-03-17,14.23,15.15,14.15,14.97,8.28331253531,14297700,0.0000,1.0,7.4685,7.5764,57.6146,93.3831,89.4127,-0.1753,0.1400,-0.0353,17.7783,169.3577,100.0000,80.0000,6.8118,8.1253,7.4685,517188238.8460,-682319875.0000
2003-03-14,14.35,14.5,14.14,14.31,7.91811639146,11710900,0.0000,1.0,7.4403,7.5020,52.6039,93.7563,76.2989,-0.2104,0.1017,-0.1087,18.1025,131.6506,100.0000,85.0000,6.8854,7.9952,7.4403,508037710.8460,-696617575.0000
2003-03-13,13.78,14.24,13.63,14.15,7.82958399296,15416500,0.0000,1.0,7.4201,7.4582,51.2774,81.0986,56.0864,-0.2358,0.0722,-0.1636,18.9577,101.2159,15.0000,90.0000,6.9085,7.9317,7.4201,508688316.4019,-708328475.0000
2003-03-12,13.12,13.47,12.95,13.41,7.42012164986,19533600,0.0000,1.0,7.4096,7.4191,44.4458,54.0418,35.2251,-0.2538,0.0315,-0.2223,19.8266,-17.8229,20.0000,95.0000,6.9241,7.8951,7.4096,497820947.5494,-723744975.0000
2003-03-11,12.33,12.99,12.33,12.9,7.13792462962,24621900,0.0000,1.0,7.4284,7.4190,38.8303,33.1186,29.0451,-0.2617,0.0094,-0.2523,19.9829,-106.3775,25.0000,100.0000,6.9144,7.9424,7.4284,482795101.3957,-743278575.0000
2003-03-10,12.7,12.84,12.55,12.67,7.01065930677,14998900,0.0000,1.0,7.4553,7.4485,36.0614,18.5148,31.2260,-0.2640,0.0059,-0.2581,19.5886,-128.3590,30.0000,65.0000,6.9488,7.9618,7.4553,464888265.0321,-767900475.0000
2003-03-07,12.74,12.95,12.56,12.95,7.16559100416,15272600,0.0000,1.0,7.4802,7.4946,38.0536,35.5020,44.2784,-0.2655,0.0166,-0.2489,19.3307,-124.7698,35.0000,70.0000,7.0164,7.9439,7.4802,467474282.2732,-752901575.0000
2003-03-06,13.15,13.32,13.05,13.11,7.25412340266,5720800,0.0000,1.0,7.5034,7.5293,39.2301,39.6611,50.1539,-0.2697,0.0204,-0.2493,19.0664,-79.4133,40.0000,75.0000,7.0588,7.9480,7.5034,452201682.2732,-737628975.0000
2003-03-05,13.29,13.4,13.15,13.34,7.38138872552,9549700,0.0000,1.0,7.5300,7.5582,40.9594,57.6720,52.7217,-0.2748,0.0197,-0.2551,19.1483,-63.2569,45.0000,80.0000,7.0846,7.9753,7.5300,455379904.4954,-731908175.0000
2003-03-04,13.22,13.24,13.04,13.08,7.23752357794,6430900,0.0000,1.0,7.5538,7.5768,38.0255,53.1286,42.3923,-0.2797,0.0079,-0.2718,19.3120,-106.1481,0.0000,85.0000,7.0922,8.0153,7.5538,450414060.4953,-741457875.0000
2003-03-03,13.7,13.78,13.24,13.32,7.3703221757,7745600,0.0000,1.0,7.5903,7.6126,39.7580,47.3646,30.7011,-0.2817,0.0071,-0.2746,19.3139,-58.2386,5.0000,90.0000,7.1191,8.0615,7.5903,454272600.4960,-735026975.0000
2003-02-28,13.21,13.41,13.11,13.23,7.32052270154,9018100,0.0000,1.0,7.6199,7.6381,38.7641,26.6836,19.4470,-0.2834,-0.0042,-0.2876,19.4615,-107.4120,0.0000,95.0000,7.1335,8.1062,7.6199,459723207.9036,-742772575.0000
2003-02-27,12.68,13.03,12.52,12.93,7.15452445434,8474900,0.0000,1.0,7.6522,7.6715,35.3883,18.0552,18.3268,-0.2824,-0.0126,-0.2950,19.2242,-205.6348,5.0000,100.0000,7.1637,8.1408,7.6522,461526827.9036,-751790675.0000
2003-02-26,12.87,13.06,12.72,12.74,7.04939223112,12395600,0.0000,1.0,7.6860,7.7259,33.1717,13.6021,21.9645,-0.2792,-0.0040,-0.2832,18.5393,-245.4021,10.0000,100.0000,7.2491,8.1228,7.6860,456375418.0998,-760265575.0000
2003-02-25,13.24,13.45,12.94,13.28,7.34818907608,17107900,0.0000,1.0,7.7250,7.7971,36.5579,23.3231,32.0356,-0.2782,0.0249,-0.2534,17.9414,-202.8624,15.0000,100.0000,7.3966,8.0534,7.7250,467312712.2166,-747869975.0000
2003-02-24,13.65,13.9,13.63,13.73,7.59718644688,7444000,0.0000,1.0,7.7441,7.8444,39.7722,28.9684,44.5390,-0.2845,0.0425,-0.2420,17.4499,-79.4145,20.0000,70.0000,7.4649,8.0233,7.7441,461610078.8829,-730762075.0000
2003-02-21,13.75,14.03,13.61,13.8,7.63591937122,5245500,0.0000,1.0,7.7651,7.8704,40.2957,43.8152,57.0852,-0.2951,0.0457,-0.2493,17.4123,-69.1824,0.0000,75.0000,7.4704,8.0598,7.7651,463540004.8085,-723318075.0000
2003-02-20,14.06,14.1,13.74,13.79,7.63038609632,7492000,0.0000,1.0,7.7790,7.8951,40.1889,60.8333,61.1772,-0.3065,0.0475,-0.2590,17.3726,-55.9127,0.0000,80.0000,7.4838,8.0741,7.7790,464039576.2374,-728563575.0000
2003-02-19,14.27,14.27,13.84,13.98,7.73551831954,8057900,0.0000,1.0,7.8108,7.9229,41.5305,66.6071,54.2652,-0.3184,0.0514,-0.2670,17.4246,-24.3137,5.0000,85.0000,7.4555,8.1660,7.8108,469450465.1258,-721071575.0000
2003-02-18,14.33,14.48,14.16,14.26,7.89045001693,8417300,0.0000,1.0,7.8365,7.9426,43.5667,56.0913,46.2671,-0.3312,0.0472,-0.2841,17.5506,26.7112,10.0000,90.0000,7.4352,8.2378,7.8365,472261360.4749,-713013675.0000
2003-02-14,13.56,14.0,13.5,13.95,7.71891849482,10695200,0.0000,1.0,7.8608,7.9481,40.4984,40.0971,43.9832,-0.3430,0.0256,-0.3175,17.9143,-74.5786,0.0000,95.0000,7.3954,8.3263,7.8608,475417847.9748,-721430975.0000
2003-02-13,13.58,13.73,13.28,13.58,7.51418732328,9960600,0.0000,1.0,7.9101,7.9723,36.5892,42.6128,43.6181,-0.3494,0.0114,-0.3380,17.8342,-120.9403,0.0000,100.0000,7.3227,8.4975,7.9101,466861687.9752,-732126175.0000
2003-02-12,13.93,14.05,13.73,13.77,7.6193195465,7018000,0.0000,1.0,7.9900,8.0205,37.8007,49.2398,37.5957,-0.3523,0.0138,-0.3385,17.4708,-77.5357,0.0000,90.0000,7.2300,8.7501,7.9900,463541487.9752,-722165575.0000
2003-02-11,13.97,14.4,13.97,14.09,7.79638434352,11528900,0.0000,1.0,8.0672,8.0627,39.9154,39.0018,26.5296,-0.3557,0.0109,-0.3448,17.3876,-46.2082,5.0000,95.0000,7.1720,8.9625,8.0672,468804987.9757,-715147575.0000
2003-02-10,13.54,13.98,13.45,13.87,7.67465229557,9758500,0.0000,1.0,8.1347,8.0907,37.6368,24.5457,23.2683,-0.3585,-0.0075,-0.3660,17.4698,-84.3327,10.0000,100.0000,7.1340,9.1355,8.1347,473899153.0918,-726676475.0000
2003-02-07,14.11,14.16,13.54,13.57,7.50865404837,5319900,0.0000,1.0,8.2072,8.1345,34.4147,16.0414,28.7332,-0.3566,-0.0187,-0.3753,17.1241,-89.4542,15.0000,100.0000,7.1423,9.2722,8.2072,468191351.2049,-736434975.0000
2003-02-06,13.92,13.95,13.55,13.79,7.63038609632,10321000,0.0000,1.0,8.2814,8.2004,35.6997,29.2179,41.3132,-0.3519,-0.0128,-0.3647,16.8187,-95.8428,20.0000,100.0000,7.2148,9.3479,8.2814,472996422.1726,-731115075.0000
2003-02-05,14.18,14.35,13.99,14.07,7.7853177937,9596600,0.0000,1.0,8.3350,8.2604,37.3875,40.9402,51.4992,-0.3487,-0.0097,-0.3584,16.2802,-75.3253,0.0000,65.0000,7.2973,9.3728,8.3350,470932222.1722,-720794075.0000
2003-02-04,14.13,14.33,13.99,14.2,7.85725036749,7680700,0.0000,1.0,8.4056,8.3104,38.1838,53.7814,54.8348,-0.3463,-0.0146,-0.3609,15.9882,-77.4318,0.0000,70.0000,7.3356,9.4756,8.4056,476263666.6170,-711197475.0000
2003-02-03,14.19,14.55,14.15,14.4,7.96791586562,7457100,0.0000,1.0,8.4894,8.3581,39.4105,59.7760,50.3456,-0.3426,-0.0235,-0.3661,15.6608,-69.3531,5.0000,75.0000,7.3443,9.6345,8.4894,474456443.0877,-703516775.0000
2003-01-31,13.93,14.44,13.85,14.39,7.96238259072,11478900,0.0000,1.0,8.5522,8.3992,39.3179,50.9470,39.1131,-0.3367,-0.0420,-0.3787,15.4151,-85.8708,10.0000,80.0000,7.3908,9.7137,8.5522,472592168.0879,-710973875.0000
2003-01-30,14.79,14.89,14.28,14.4,7.96791586562,8043200,0.0000,1.0,8.6175,8.4452,39.3751,40.3138,30.7386,-0.3262,-0.0625,-0.3887,15.0549,-74.6834,15.0000,85.0000,7.4492,9.7858,8.6175,463058844.3589,-699494975.0000
2003-01-29,13.9,14.24,13.69,14.15,7.82958399296,11637100,0.0000,1.0,8.6480,8.4954,37.2066,26.0784,24.2960,-0.3106,-0.0858,-0.3964,14.9345,-119.1525,20.0000,90.0000,7.5178,9.7781,8.6480,467937506.6540,-707538175.0000
2003-01-28,13.9,14.24,13.69,14.15,7.82958399296,11635100,0.0000,1.0,8.6861,8.5655,37.2066,25.8235,21.7343,-0.2892,-0.0972,-0.3864,14.1912,-138.1606,25.0000,95.0000,7.6194,9.7529,8.6861,460108912.1085,-707538175.0000
2003-01-27,14.3,14.45,13.65,13.97,7.72998504464,11240100,0.0000,1.0,8.7249,8.6430,35.7123,20.9860,16.5422,-0.2649,-0.1031,-0.3680,13.4088,-160.7308,30.0000,100.0000,7.7316,9.7181,8.7249,452281663.0176,-719173275.0000
2003-01-24,14.51,14.71,14.32,14.49,8.01771533978,12852300,0.0000,1.0,8.7791,8.7391,38.2076,18.3934,12.8288,-0.2391,-0.0899,-0.3290,12.5852,-140.0672,35.0000,95.0000,7.8968,9.6614,8.7791,454529683.0174,-707933175.0000
2003-01-23,15.04,15.18,14.04,14.3,7.91258311656,34185300,0.0000,1.0,8.8145,8.8150,36.6717,10.2473,10.9663,-0.2166,-0.0871,-0.3037,12.0795,-163.7585,40.0000,100.0000,8.0033,9.6257,8.8145,456177413.7870,-720785475.0000
2003-01-22,14.91,15.45,14.85,14.94,8.26671271059,11431300,0.0000,1.0,8.8643,8.9100,39.8405,9.8456,17.1351,-0.1948,-0.0615,-0.2564,11.5472,-120.4754,45.0000,95.0000,8.1663,9.5623,8.8643,474769419.0497,-686600175.0000
2003-01-21,15.19,15.31,14.75,14.91,8.25011288587,8084500,0.0000,1.0,8.8992,8.9778,39.6082,12.8060,30.4098,-0.1795,-0.0488,-0.2283,11.4703,-151.4800,50.0000,100.0000,8.2566,9.5418,8.8992,482771329.0497,-698031475.0000
2003-01-17,15.0,15.27,14.9,15.14,8.37737820872,14544600,0.0000,1.0,8.9343,9.0544,40.7548,28.7535,47.4098,-0.1673,-0.0201,-0.1874,11.2717,-163.5880,55.0000,100.0000,8.3648,9.5038,8.9343,486236114.7637,-689946975.0000
2003-01-16,15.97,16.0,15.46,15.73,8.70384142821,13654300,0.0000,1.0,8.9744,9.1256,43.8482,49.6698,59.0021,-0.1622,0.0169,-0.1454,11.1543,-84.5948,0.0000,45.0000,8.4568,9.4920,8.9744,481912044.4938,-675402375.0000
2003-01-15,16.63,16.65,16.26,16.47,9.11330377131,7559100,0.0000,1.0,9.0206,9.1700,48.2082,63.8062,59.7678,-0.1665,0.0435,-0.1229,11.3883,28.4912,0.0000,50.0000,8.4461,9.5952,9.0206,481912044.4938,-661748075.0000
2003-01-14,16.67,16.89,16.46,16.56,9.16310324547,9823500,0.0000,1.0,9.0544,9.1760,48.7685,63.5302,50.0094,-0.1773,0.0431,-0.1342,11.7551,43.5774,5.0000,55.0000,8.3897,9.7190,9.0544,481330575.2630,-654188975.0000
2003-01-13,16.72,16.82,16.2,16.53,9.14650342075,10280400,0.0000,1.0,9.0696,9.1773,48.5792,51.9670,42.1885,-0.1881,0.0365,-0.1517,11.9810,20.8920,10.0000,60.0000,8.3822,9.7570,9.0696,486585005.4953,-664012475.0000
2003-01-10,16.05,16.65,16.0,16.49,9.12437032112,9723200,0.0000,1.0,9.0879,9.1806,48.3375,34.5309,44.7735,-0.1972,0.0271,-0.1701,12.2664,-3.0461,15.0000,65.0000,8.3743,9.8014,9.0879,485921753.8823,-674292875.0000
2003-01-09,16.0,16.52,15.95,16.25,8.99157172336,13500100,0.0000,1.0,9.1011,9.1865,46.9150,40.0676,61.7304,-0.2040,0.0152,-0.1889,12.6805,-23.9686,20.0000,70.0000,8.3756,9.8267,9.1011,480985360.0363,-684016075.0000
2003-01-08,15.85,15.85,15.58,15.73,8.70384142821,15030100,0.0000,1.0,9.1338,9.2070,43.7258,59.7218,79.8578,-0.2078,0.0113,-0.1966,13.2024,-90.0166,0.0000,75.0000,8.3730,9.8946,9.1338,480274828.4573,-697516175.0000
2003-01-07,17.08,17.13,16.41,16.62,9.19630289491,11278300,0.0000,1.0,9.1971,9.2600,48.4595,85.4017,84.6528,-0.2106,0.0364,-0.1742,13.5760,11.6685,0.0000,80.0000,8.3811,10.0132,9.1971,478604817.3462,-682486075.0000
2003-01-06,16.5,17.25,16.41,17.23,9.53383266422,10724300,0.0000,1.0,9.2724,9.2667,52.1345,94.4499,73.2414,-0.2197,0.0264,-0.1933,14.0174,21.6079,5.0000,85.0000,8.2256,10.3192,9.2724,483304109.0129,-671207775.0000
2003-01-03,16.71,16.93,16.55,16.67,9.22396926944,6421900,0.0000,1.0,9.3155,9.2386,48.7445,74.1067,49.4719,-0.2263,-0.0229,-0.2493,14.4821,-7.8699,10.0000,90.0000,8.1633,10.4678,9.3155,473090489.9651,-681932075.0000
2003-01-02,16.01,16.78,15.91,16.75,9.2682354687,12010500,0.0000,1.0,9.3772,9.2401,49.2176,51.1677,31.6193,-0.2206,-0.0649,-0.2855,15.1892,-32.0738,15.0000,95.0000,8.1235,10.6309,9.3772,475456453.1231,-675510175.0000
2002-12-31,15.28,15.53,15.07,15.5,8.57657610536,7788100,0.0000,1.0,9.4456,9.2371,40.6708,23.1414,21.2185,-0.2044,-0.1277,-0.3321,15.9404,-112.4847,0.0000,100.0000,8.0792,10.8120,9.4456,464274263.4679,-687520675.0000
2002-12-30,15.58,15.8,15.37,15.53,8.59317593008,6545900,0.0000,1.0,9.5742,9.3067,40.8275,20.5487,19.4902,-0.1725,-0.1438,-0.3163,15.7418,-107.6938,5.0000,100.0000,8.0807,11.0677,9.5742,457502002.5984,-679732575.0000
2002-12-27,15.74,15.87,15.38,15.55,8.60424247989,5345200,0.0000,1.0,9.6760,9.3818,40.9273,19.9655,16.7688,-0.1365,-0.1567,-0.2932,15.7202,-113.7182,10.0000,100.0000,8.1863,11.1658,9.6760,459176535.1564,-673186675.0000
2002-12-26,15.75,16.2,15.75,15.93,8.81450692635,4394800,0.0000,1.0,9.7848,9.4636,42.8174,17.9564,13.9057,-0.0974,-0.1632,-0.2606,15.7037,-100.2854,15.0000,95.0000,8.3064,11.2631,9.7848,460812820.8708,-667841475.0000
2002-12-24,16.05,16.13,15.6,15.77,8.72597452784,3413400,0.0000,1.0,9.8573,9.5319,41.7412,12.3845,12.7402,-0.0565,-0.1801,-0.2366,15.9161,-118.0322,20.0000,100.0000,8.4352,11.2793,9.8573,461691780.8708,-672236275.0000
2002-12-23,16.17,16.3,15.96,16.1,8.90857259976,6719500,0.0000,1.0,9.9505,9.6168,43.3394,11.3761,19.2951,-0.0115,-0.1820,-0.1936,16.0843,-114.0046,25.0000,100.0000,8.5944,11.3066,9.9505,462915452.5690,-668822875.0000
2002-12-20,16.18,16.58,16.02,16.2,8.96390534883,9625800,0.0000,1.0,10.0335,9.6913,43.8224,14.4600,35.4626,0.0340,-0.1883,-0.1544,16.4833,-119.7664,30.0000,95.0000,8.7409,11.3261,10.0335,464101246.6867,-662103375.0000
2002-12-19,16.52,16.69,15.96,16.18,8.95283879901,12071700,0.0000,1.0,10.1126,9.7679,43.7032,32.0491,50.6500,0.0811,-0.1888,-0.1077,16.9405,-138.0768,35.0000,100.0000,8.9004,11.3248,10.1126,467539032.4009,-671729175.0000
2002-12-18,16.62,16.7,16.35,16.59,9.17970307019,11852500,0.0000,1.0,10.1732,9.8537,45.5872,59.8787,54.3826,0.1283,-0.1738,-0.0455,17.4217,-140.2210,40.0000,100.0000,9.0840,11.2624,10.1732,472334639.2507,-659657475.0000
2002-12-17,17.6,17.68,17.26,17.4,9.62789833763,10011300,0.0000,1.0,10.2011,9.9246,49.6003,60.0222,39.0698,0.1717,-0.1603,0.0114,18.1582,-79.6781,45.0000,80.0000,9.1894,11.2129,10.2011,467932282.1076,-647804975.0000
2002-12-16,17.13,17.73,17.12,17.69,9.78836330992,8776700,0.0000,1.0,10.2205,9.9559,51.1313,43.2467,23.8206,0.2118,-0.1735,0.0383,18.6978,-82.4021,50.0000,85.0000,9.2390,11.2020,10.2205,471269382.1078,-637793675.0000
2002-12-13,17.12,17.34,16.95,17.11,9.46743336534,8593100,0.0000,1.0,10.2349,9.9735,48.0868,13.9406,13.0887,0.2552,-0.1994,0.0557,19.2659,-123.4360,55.0000,90.0000,9.2709,11.1989,10.2349,463643724.7310,-646570375.0000
2002-12-12,17.25,17.41,17.05,17.19,9.51169956459,10190700,0.0000,1.0,10.2595,10.0268,48.4826,14.2745,16.8913,0.3050,-0.1952,0.1099,20.0943,-126.9881,60.0000,0.0000,9.3517,11.1674,10.2595,465186076.0127,-637977275.0000
2002-12-11,16.95,17.24,16.75,16.97,9.38996751664,18359800,0.0000,1.0,10.2562,10.0810,47.3506,11.0509,21.1924,0.3538,-0.1810,0.1728,20.9025,-146.6929,65.0000,0.0000,9.3370,11.1754,10.2562,467450676.0131,-648167975.0000
2002-12-10,17.05,17.55,16.95,17.43,9.64449816235,25832600,0.0000,1.0,10.2487,10.1537,49.5117,25.3485,28.9426,0.3990,-0.1360,0.2631,21.8500,-109.6423,70.0000,0.0000,9.2996,11.1979,10.2487,469324124.9932,-629808175.0000
2002-12-09,18.68,18.77,17.92,18.02,9.97096138184,16412600,0.0000,1.0,10.2089,10.2073,52.4273,27.1780,31.0192,0.4330,-0.0845,0.3485,22.7279,-13.8291,75.0000,5.0000,9.1070,11.3108,10.2089,453824564.9932,-603975575.0000
2002-12-06,18.79,19.5,18.2,19.34,10.7013536695,18528500,0.0000,1.0,10.1760,10.2322,59.9281,34.3014,39.2433,0.4542,-0.0349,0.4193,23.0267,54.0342,80.0000,10.0000,9.0101,11.3418,10.1760,466375376.7580,-587562975.0000
2002-12-05,18.85,19.0,18.26,18.79,10.3970235497,15968200,0.0000,1.0,10.1168,10.1828,57.5225,31.5782,48.4152,0.4629,-0.0337,0.4291,23.1441,34.2626,85.0000,15.0000,8.9434,11.2901,10.1168,452407738.2965,-606091475.0000
2002-12-04,18.6,19.29,18.55,18.9,10.4578895736,21815700,0.0000,1.0,10.0819,10.1603,58.1862,51.8502,62.5478,0.4713,-0.0048,0.4665,23.5069,55.3823,90.0000,20.0000,8.9025,11.2613,10.0819,445502570.7257,-590123275.0000
2002-12-03,18.68,19.5,18.31,19.22,10.6349543706,35736500,0.0000,1.0,10.0570,10.1290,60.1026,61.8171,67.1310,0.4725,0.0286,0.5011,23.6890,68.5401,95.0000,25.0000,8.8895,11.2245,10.0570,446681797.7566,-568307575.0000
2002-12-02,20.0,20.44,19.72,20.15,11.149548937,24323800,0.0000,1.0,10.0136,10.0757,66.1145,73.9761,72.4165,0.4654,0.0546,0.5200,23.8808,163.6273,100.0000,30.0000,8.8709,11.1562,10.0136,427762474.2284,-532571075.0000
2002-11-29,19.49,19.49,19.18,19.21,10.6294210957,5041700,0.0000,1.0,9.9237,9.9627,62.5140,65.6000,75.1393,0.4517,0.0325,0.4842,23.0265,120.2211,95.0000,35.0000,8.8734,10.9739,9.9237,423032846.4505,-556894875.0000
2002-11-27,18.72,19.74,18.69,19.48,10.7788195182,14321800,0.0000,1.0,9.8520,9.8925,64.3807,77.6734,84.5034,0.4436,0.0408,0.4844,22.5050,134.4025,100.0000,40.0000,8.8086,10.8954,9.8520,427098733.5484,-551853175.0000
2002-11-26,18.58,18.87,18.49,18.55,10.2642249519,16051300,0.0000,1.0,9.7792,9.7992,60.5235,82.1446,87.8931,0.4334,0.0289,0.4623,21.9560,90.4143,95.0000,45.0000,8.8038,10.7547,9.7792,419869634.5021,-566174975.0000
2002-11-25,18.96,19.25,18.84,19.14,10.5906881714,11079600,0.0000,1.0,9.7184,9.7502,64.7494,93.6922,84.7505,0.4262,0.0537,0.4799,21.7660,137.3834,100.0000,50.0000,8.7199,10.7168,9.7184,430852102.9280,-550123675.0000
2002-11-22,18.98,19.23,18.8,19.1,10.5685550718,10795100,0.0000,1.0,9.6578,9.6618,64.5901,87.8426,75.9095,0.4127,0.0494,0.4621,21.2762,156.8271,100.0000,55.0000,8.7342,10.5814,9.6578,425717654.1494,-561203275.0000
2002-11-21,18.83,19.15,18.76,19.06,10.5464219721,17006600,0.0000,1.0,9.5966,9.5663,64.4375,72.7167,71.2533,0.4004,0.0345,0.4349,20.7693,178.2710,100.0000,60.0000,8.7649,10.4283,9.5966,421449823.9177,-571998375.0000
